id_Tipo,nom_subtipo,esp_VidaMin,esp_VidaMax,desc_Subtipo
1,Schnauzer (mediano),13,16,"Perro robusto y compacto, pelaje duro y áspero, barba y cejas características, colores negro o sal y pimienta. Orejas erectas o semicaídas según el corte."
1,Setter Inglés,11,15,"Perro elegante de caza, cuerpo atlético, pelaje largo, sedoso y con flecos, de color blanco con manchas o moteado (belton). Orejas largas colgantes."
1,Setter Irlandés,12,15,"Perro de caza muy activo, cuerpo estilizado, pelaje largo y liso de color rojo caoba brillante, orejas largas colgantes, expresión noble y vivaz."
1,Setter Irlandés Rojo y Blanco,11,15,"Similar al Setter Irlandés, pero con pelaje blanco con manchas rojas, largo y sedoso, cuerpo atlético, orejas caídas, expresión alerta."
1,Shikoku (Shikoku Inu),12,15,"Raza japonesa de tipo Spitz, cuerpo atlético y bien proporcionado, pelaje doble y denso (colores sésamo, negro-sésamo o rojo-sésamo), orejas triangulares erguidas, cola enroscada sobre la espalda. Aspecto similar al Akita pero más pequeño."
1,Siberian Husky,12,14,"Perro nórdico de trabajo, pelaje doble espeso, colores variados (gris, negro, rojo con blanco), ojos azules o heterocromía, orejas erguidas, cola curvada. Muy enérgico."
1,Sloughi (Lebrel Árabe),12,14,"Galgo del norte de África, cuerpo esbelto y atlético, pelaje corto y fino, colores arena, leonado o atigrado, orejas caídas, expresión noble."
1,Spaniel Azul de Picardía,12,14,"Perro francés de caza, cuerpo robusto, pelaje largo y ondulado de color gris azulado con manchas negras, orejas largas y peludas, expresión dulce."
1,Spaniel Bretón (Epagneul Breton),12,14,"Spaniel francés, compacto y ágil, pelaje medio, blanco con manchas naranjas o marrones, orejas medianas caídas, mirada vivaz. Muy versátil en caza."
1,Spaniel de Pont-Audemer,12,14,"Spaniel francés raro, cuerpo fuerte, pelaje rizado y lanoso en color marrón o hígado, orejas largas cubiertas de rizos, aspecto rústico."
1,Spaniel Francés (Epagneul Français),12,14,"Perro de caza francés, cuerpo fuerte y elegante, pelaje largo y ondulado en marrón y blanco, orejas largas cubiertas de pelo. Muy versátil como perro de muestra."
1,Spitz Alemán (Deutscher Spitz),12,15,"Perro tipo Spitz, pelaje largo y abundante, orejas pequeñas y erguidas, cola curvada sobre la espalda. Colores variados: blanco, negro, naranja, crema."
1,Spitz de Norrbotten (Norrbottenspets),12,15,"Perro nórdico de caza sueco, cuerpo compacto, pelaje corto y denso blanco con manchas, orejas triangulares erguidas, cola curvada. Muy alerta y ágil."
1,Spitz Finlandés (Suomenpystykorva),12,15,"Raza nacional de Finlandia, cuerpo ligero y elegante, pelaje espeso color rojizo, orejas triangulares erguidas, cola curvada sobre la espalda. Usado como perro de caza."
1,Springer Spaniel Galés (Welsh Springer Spaniel),12,15,"Spaniel de caza británico, cuerpo compacto, pelaje sedoso de longitud media, color blanco con manchas rojas, orejas largas peludas. Energético y obediente."
1,Springer Spaniel Inglés (English Springer Spaniel),12,14,"Perro de caza versátil, cuerpo atlético, pelaje medio y ondulado, blanco con manchas negras o marrones, orejas largas caídas con flecos. Muy activo y obediente."
1,Staffordshire Bull Terrier,12,14,"Perro compacto y musculoso, cabeza ancha, hocico corto, orejas pequeñas semierguidas, pelaje corto y liso en varios colores (negro, atigrado, blanco, rojo). Conocido por su fuerza y cariño hacia las personas."
1,Sussex Spaniel,12,14,"Spaniel británico de cuerpo bajo y alargado, pelaje abundante, ondulado y de color hígado dorado, orejas largas caídas. De carácter tranquilo y leal."
1,Terrier Glen de Imaal Irlandés,12,15,"Terrier irlandés robusto, cuerpo alargado con patas cortas, pelaje duro y áspero en colores trigo, azul o atigrado, orejas semierguidas. Valiente y buen cazador."
1,Terrier Irlandés (Irish Terrier),12,15,"Perro elegante y ágil, pelaje duro y rojizo, hocico alargado con barba, orejas pequeñas en forma de “V”. De temperamento vivaz y valiente."
1,Terrier Irlandés de Pelo Suave (Soft Coated Wheaten Terrier),12,14,"Terrier irlandés de constitución fuerte, pelaje suave, largo y sedoso de color trigo, orejas pequeñas caídas hacia adelante. Expresión simpática y vivaz."
1,Terrier Tibetano,12,15,"Perro originario del Tíbet, cuerpo compacto, pelaje largo, denso y liso, variedad de colores, orejas caídas con flecos. Alegre y muy afectuoso."
1,Viringo Peruano (Perro sin Pelo del Perú),12,14,"Perro peruano de cuerpo esbelto, sin pelo (aunque existe variedad con pelo), piel en tonos grises, negros o rosados, orejas grandes erguidas. Elegante y antiguo."
1,Welsh Corgi Cardigan,12,15,"Cuerpo largo y bajo, patas cortas, pelaje doble de longitud media, orejas grandes y erguidas, cola larga. Colores variados con blanco."
1,Welsh Corgi Pembroke,12,15,"Similar al Cardigan pero más pequeño, cuerpo alargado y bajo, orejas erguidas, cola corta (a veces natural o cortada), pelaje denso en varios colores con blanco. Muy popular."
1,Akita (Akita Inu japonés),10,13,"Perro japonés robusto y poderoso, pelaje doble y espeso en colores rojo, blanco, sésamo o atigrado, orejas triangulares erguidas, cola gruesa enroscada sobre la espalda."
1,Akita Americano,10,13,"Similar al Akita japonés pero más grande y corpulento, cabeza ancha, pelaje doble denso en múltiples colores, orejas erguidas, cola enroscada. Muy protector."
1,Antiguo Perro de Muestra Danés (Old Danish Pointer),12,14,"Perro de caza robusto, cuerpo fuerte y cuadrado, pelaje corto blanco con manchas marrón-rojizas, orejas medianas caídas. De carácter tranquilo y estable."
1,Antiguo Perro de Pastor Inglés (Old English Sheepdog),10,12,"Pastor inglés de cuerpo macizo, pelaje largo, abundante y lanoso, colores gris, azul o blanco, orejas ocultas bajo el pelo. Famoso por su aspecto “despeinado”."
1,Aidi (Perro del Atlas),10,13,"Perro guardián originario de Marruecos, cuerpo fuerte y musculoso, pelaje espeso medio-largo de colores variados (blanco, negro, marrón), orejas medianas caídas. Valiente y protector."
1,Basset Hound,10,12,"Perro de patas cortas y cuerpo alargado, orejas muy largas y caídas, piel suelta con arrugas, pelaje corto tricolor (negro, blanco y fuego). Famoso por su olfato excepcional."
1,Billy,12,14,"Sabueso francés, cuerpo alto y elegante, pelaje corto blanco con ligeros tonos crema o naranja, orejas largas y finas. De aspecto distinguido."
1,Borzoi (Galgo Ruso),10,12,"Galgo de Rusia, cuerpo alto, esbelto y elegante, pelaje largo y sedoso ondulado, colores variados, cabeza estrecha, orejas pequeñas hacia atrás. Muy veloz."
1,Boyero de Flandes (Bouvier des Flandres),10,12,"Perro de trabajo belga, cuerpo robusto y poderoso, pelaje áspero y abundante en colores oscuros, barba y cejas prominentes, orejas semierguidas o cortadas."
1,Braco Italiano (Bracco Italiano),10,13,"Perro de muestra italiano, cuerpo fuerte y atlético, pelaje corto blanco con manchas naranjas o marrones, orejas largas caídas, expresión noble."
1,Braco Alemán de Pelo Corto (Deutsch Kurzhaar / German Shorthaired Pointer),12,14,"Perro de muestra alemán, cuerpo atlético y elegante, pelaje corto y denso en colores hígado, blanco con hígado o moteado. Orejas medianas caídas, mirada alerta."
1,Braco de Weimar (Weimaraner),10,13,"Perro de caza alemán, cuerpo estilizado y musculoso, pelaje corto y fino de color gris plateado, orejas largas caídas. Muy activo y elegante."
1,Braco Francés (tipo Gascuña),12,14,"Perro de muestra francés, cuerpo robusto, pelaje corto blanco con manchas marrones, orejas largas y caídas. Rústico y trabajador."
1,Briard,10,12,"Perro pastor francés, cuerpo fuerte, pelaje largo, ondulado y abundante (colores negro, cervato, gris), orejas caídas y cubiertas de pelo. Muy protector."
1,Boxer,10,12,"Perro alemán de constitución fuerte y atlética, hocico corto y cuadrado, pelaje corto y brillante en colores atigrado o leonado, orejas semicaídas o cortadas. Muy enérgico y leal."
1,Cane Corso,9,12,"Moloso italiano, cuerpo muy musculoso y poderoso, pelaje corto y brillante en negro, gris o leonado, cabeza grande con hocico ancho, orejas caídas o cortadas. Excelente guardián."
1,Cazador de Alces Sueco (Jämthund),12,13,"Perro nórdico sueco de caza mayor, cuerpo robusto, pelaje espeso grisáceo con máscara clara, orejas triangulares erguidas, cola curvada sobre la espalda."
1,Cesky Fousek (Bohemian Wirehaired Pointing Dog),12,14,"Perro de muestra checo, cuerpo robusto, pelaje áspero y duro color hígado con moteado gris, barba y cejas distintivas, orejas largas caídas."
1,Cimarrón Uruguayo,10,13,"Perro guardián y de trabajo uruguayo, cuerpo fuerte y rústico, pelaje corto atigrado o leonado, orejas medianas caídas, expresión valiente."
1,Clumber Spaniel,10,12,"Spaniel británico de caza, cuerpo pesado y bajo, pelaje denso blanco con manchas limón o naranjas, orejas largas peludas, expresión noble y tranquila."
1,Coonhound Negro y Fuego (Black and Tan Coonhound),10,12,"Perro de caza estadounidense, cuerpo musculoso, pelaje corto negro con marcas fuego, orejas muy largas y caídas, excelente olfato para rastrear."
1,Cuvac Eslovaco (Slovenský ?uva?),11,13,"Perro guardián de montaña, cuerpo fuerte, pelaje largo y espeso de color blanco puro, orejas medianas caídas, expresión noble y protectora."
1,Dogo Argentino,10,12,"Moloso argentino de caza mayor, cuerpo muy musculoso y atlético, pelaje corto y completamente blanco, cabeza grande, orejas semierguidas o cortadas. Valiente y leal."
1,Dogo de Mallorca (Ca de Bou / Perro de Presa Mallorquín),10,12,"Perro moloso español, cuerpo robusto y compacto, pelaje corto en colores leonado, atigrado o negro, cabeza ancha con mandíbula fuerte. Excelente guardián."
1,Dálmata,11,13,"Raza famosa por su pelaje corto blanco con manchas negras o hígado, cuerpo atlético y proporcionado, orejas medianas caídas. Muy activo y enérgico."
1,Espinone (Spinone Italiano),12,14,"Perro de muestra italiano, cuerpo robusto y fuerte, pelaje duro y áspero en colores blanco, naranja o marrón, barba y cejas pobladas, orejas largas caídas."
1,Fila de San Miguel (Cão de Fila de São Miguel),12,14,"Moloso portugués de las Azores, cuerpo musculoso y compacto, pelaje corto atigrado o leonado, orejas cortas y erguidas (a veces recortadas). Buen guardián de ganado."
1,Galgo Español (Spanish Greyhound),12,14,"Galgo ibérico, cuerpo esbelto y muy alto, pelaje corto o duro, colores variados, cabeza alargada, orejas caídas. Muy veloz, criado para la caza de liebres."
1,German Wirehaired Pointing Dog (Deutsch Drahthaar),12,14,"Perro de muestra alemán, cuerpo atlético, pelaje áspero e impermeable en hígado, blanco o moteado, barba y cejas prominentes, orejas medianas caídas."
1,Golden Retriever,12,14,"Perro de compañía y trabajo, cuerpo musculoso y equilibrado, pelaje largo, denso y ondulado de color dorado, orejas medianas caídas. Muy sociable y cariñoso."
1,Gran Boyero Suizo (Greater Swiss Mountain Dog),8,11,"Moloso de trabajo suizo, cuerpo muy robusto y musculoso, pelaje corto tricolor (negro, blanco y fuego), orejas medianas caídas, expresión noble."
1,Gran Grifón Vendeano (Grand Griffon Vendéen),11,13,"Sabueso francés de caza, cuerpo fuerte y alto, pelaje largo, áspero y desgreñado, orejas largas caídas. De carácter enérgico y valiente."
1,Gran Münsterländer (Large Münsterländer),12,14,"Perro de muestra alemán, cuerpo atlético, pelaje largo y denso en blanco con manchas negras, orejas largas peludas. Muy versátil en caza."
1,Gran Sabueso Anglo-Francés Blanco y Naranja,10,12,"Sabueso francés de caza mayor, cuerpo robusto, pelaje corto blanco con manchas naranjas, orejas largas y finas caídas. Raza de jauría."
1,Gran Sabueso Anglo-Francés Blanco y Negro,10,12,"Similar al anterior pero con pelaje corto blanco y negro con marcas fuego, cuerpo fuerte y elegante, orejas largas caídas."
1,Gran Sabueso Azul de Gascuña (Grand Bleu de Gascogne),10,12,"Sabueso francés de cuerpo robusto y elegante, pelaje corto moteado azul (mezcla de negro y blanco) con marcas fuego, orejas largas caídas."
1,Greyhound,10,14,"Galgo inglés, cuerpo muy esbelto y alto, pelaje corto en gran variedad de colores, cabeza estrecha, orejas pequeñas hacia atrás. El perro más veloz."
1,Grifón de Muestra de Pelo Duro (Wirehaired Pointing Griffon),12,14,"Perro de muestra de caza, cuerpo fuerte y atlético, pelaje duro y áspero de color gris con manchas marrones, barba y cejas pobladas."
1,Hovawart,10,14,"Perro alemán de trabajo, cuerpo poderoso y proporcionado, pelaje largo y abundante (negro, rubio o negro y fuego), orejas medianas caídas, expresión noble y vigilante."
1,Komondor,10,12,"Perro pastor húngaro inconfundible por su pelaje largo en forma de cordones (“dreadlocks”), cuerpo robusto, orejas medianas caídas. Criado como guardián de rebaños."
1,Kuvasz,10,12,"Pastor húngaro de cuerpo fuerte y elegante, pelaje largo, blanco y denso, orejas caídas, expresión noble. Protector y leal."
1,Labrador Retriever,10,12,"Uno de los perros más populares, cuerpo atlético, pelaje corto y denso en negro, chocolate o amarillo, orejas medianas caídas. Sociable y versátil."
1,Lebrel Afgano (Afghan Hound),12,14,"Galgo elegante y esbelto, pelaje muy largo, fino y sedoso, orejas largas cubiertas de pelo, expresión distinguida. Muy veloz."
1,Lebrel Escocés (Scottish Deerhound),8,11,"Galgo escocés, cuerpo alto y robusto, pelaje áspero y duro grisáceo, cabeza alargada, orejas pequeñas hacia atrás. Criado para caza de ciervos."
1,Lebrel Húngaro (Magyar Agár),12,14,"Galgo húngaro, cuerpo delgado y musculoso, pelaje corto y fino en varios colores, cabeza estrecha, orejas pequeñas semierguidas. Criado para carreras y caza."
1,Mastín del Alentejo (Rafeiro do Alentejo),10,13,"Perro guardián portugués, cuerpo muy robusto y poderoso, pelaje corto y denso en colores leonado, negro o atigrado, orejas medianas caídas. Protector de ganado."
1,Otterhound,10,12,"Perro inglés criado para caza de nutrias, cuerpo fuerte y grande, pelaje largo, áspero e impermeable, orejas largas y cubiertas de pelo, expresión simpática."
1,Pastor Alemán (German Shepherd Dog),9,13,"Una de las razas más conocidas, cuerpo musculoso y ágil, pelaje doble denso (negro y fuego, sable o negro sólido), orejas grandes erguidas, expresión inteligente."
1,Pastor Blanco Suizo,12,14,"Variante del Pastor Alemán reconocida como raza independiente, cuerpo atlético, pelaje largo o medio y completamente blanco, orejas erguidas, expresión noble y vigilante."
1,Pastor de Beauce (Beauceron),10,12,"Pastor francés, cuerpo fuerte y musculoso, pelaje corto negro con marcas fuego, orejas semierguidas o caídas, expresión seria. Muy protector y obediente."
1,Pastor de la Maremma y de los Abruzos (Maremmano-Abruzzese Sheepdog),11,13,"Perro guardián italiano, cuerpo robusto, pelaje largo y denso completamente blanco, orejas pequeñas caídas, expresión noble. Protector de ganado."
1,Pastor Holandés (Dutch Shepherd),11,14,"Pastor ágil y versátil, pelaje corto, largo o áspero, generalmente atigrado, orejas erguidas, cuerpo atlético. Excelente perro de trabajo."
1,Pastor Polaco de Podhale (Polski Owczarek Podhala?ski),10,12,"Pastor polaco de montaña, cuerpo muy fuerte, pelaje largo y espeso blanco, orejas medianas caídas. Protector de rebaños en zonas montañosas."
1,Pastor Rumano de los Cárpatos,12,14,"Pastor rumano, cuerpo poderoso, pelaje doble denso grisáceo con blanco, orejas medianas caídas. Famoso por su valentía y fidelidad."
1,Pastor Rumano de Mioritza,11,13,"Pastor rumano de montaña, cuerpo robusto, pelaje largo, abundante y lanoso, generalmente blanco o blanco con gris. Orejas medianas caídas, expresión vigilante."
1,Perdiguero de Burgos,12,14,"Perro de muestra español, cuerpo fuerte, pelaje corto y denso de color hígado y blanco, orejas largas caídas. Usado en caza menor."
1,Perdiguero de Drente (Drentsche Patrijshond),12,14,"Perro de caza neerlandés, cuerpo proporcionado, pelaje semilargo blanco con parches marrones, orejas largas peludas. Versátil y obediente."
1,Perro Crestado Rodesiano (Rhodesian Ridgeback),10,12,"Raza africana, cuerpo atlético y musculoso, pelaje corto rojizo con la característica cresta de pelo en el lomo. Orejas medianas caídas."
1,Perro de Agua Frisón (Wetterhoun),12,14,"Raza neerlandesa de caza y agua, cuerpo fuerte y compacto, pelaje rizado, impermeable, generalmente negro o marrón. Orejas medianas caídas."
1,Perro de Castro Laboreiro,10,12,"Perro guardián portugués, cuerpo fuerte y robusto, pelaje corto de tonos grises atigrados, orejas medianas caídas, expresión seria. Muy protector."
1,Perro de Groenlandia (Greenland Dog),12,14,"Perro nórdico de trineo, cuerpo musculoso y resistente, pelaje doble espeso en varios colores, orejas pequeñas erguidas, cola curvada sobre la espalda."
1,Perro de Muestra Alemán de Pelo Largo (Deutsch Langhaar),12,14,"Perro de caza alemán, cuerpo atlético, pelaje largo, denso y ondulado de color marrón o marrón con blanco. Orejas largas peludas."
1,Perro de Pastor Mallorquín (Ca de Bestiar),11,13,"Raza balear de pastoreo y guardia, cuerpo robusto, pelaje corto negro (a veces con manchas blancas), orejas medianas caídas, expresión seria."
1,Perro de San Huberto (Bloodhound),10,12,"Sabueso de rastreo, cuerpo grande y pesado, piel suelta con arrugas, orejas extremadamente largas, pelaje corto rojo, negro y fuego. Olfato excepcional."
1,Perro del Faraón (Pharaoh Hound),11,14,"Raza elegante originaria de Malta, cuerpo atlético y delgado, pelaje corto color rojizo, orejas grandes y erguidas, expresión vivaz. Destaca por su elegancia y velocidad."
1,Perro Lobo Checoslovaco (Czechoslovakian Wolfdog),12,16,"Híbrido de Pastor Alemán y lobo de los Cárpatos, cuerpo fuerte y ágil, pelaje gris plateado, orejas triangulares erguidas, mirada penetrante similar al lobo."
1,Perro Lobo de Saarloos (Saarloos Wolfdog),10,12,"Perro holandés con fuerte parecido al lobo, cuerpo robusto, pelaje doble gris o marrón, orejas erguidas, expresión seria. Criado como perro de compañía y trabajo."
1,Podenco Canario,11,13,"Raza de caza española, cuerpo esbelto, pelaje corto de color rojizo o arena, orejas muy grandes y erguidas. Muy ágil y rápido en terrenos rocosos."
1,Pointer Inglés,12,14,"Perro de muestra británico, cuerpo atlético y elegante, pelaje corto y fino en colores blanco con manchas negras, marrones o limones, orejas medianas caídas. Muy energético."
1,Poitevino (Chien de Poitevin),10,13,"Sabueso francés de caza, cuerpo alto y esbelto, pelaje corto tricolor (blanco, negro y fuego), orejas largas caídas. Muy veloz y resistente."
1,Presa Canario (Dogo Canario),9,11,"Moloso español, cuerpo muy musculoso y poderoso, pelaje corto atigrado o leonado, cabeza grande con hocico ancho, orejas medianas caídas. Excelente guardián."
1,Pudelpointer,12,14,"Perro de muestra alemán, resultado del cruce de Poodle y Pointer, cuerpo fuerte y ágil, pelaje áspero o denso en marrón, negro o hígado. Muy versátil en caza."
1,Retriever de la Bahía de Chesapeake (Chesapeake Bay Retriever),10,13,"Perro cobrador estadounidense, cuerpo robusto y musculoso, pelaje corto, espeso e impermeable de color marrón o caoba, orejas medianas caídas. Excelente nadador."
1,Retriever de Pelo Liso (Flat-Coated Retriever),8,10,"Retriever británico, cuerpo elegante y atlético, pelaje largo, liso y brillante de color negro o hígado, orejas medianas caídas, expresión alegre."
1,Retriever de Pelo Rizado (Curly-Coated Retriever),9,12,"Retriever inglés, cuerpo atlético y elegante, pelaje rizado y apretado en negro o marrón, orejas medianas caídas. Gran nadador y cobrador."
1,Sabueso Anglo-Francés Mediano (Anglo-Français de Petite Vénerie),12,14,"Sabueso de caza francés, cuerpo ágil y ligero, pelaje corto tricolor (blanco, negro y fuego), orejas largas caídas. Criado para caza menor."
1,Sabueso Artesiano (Ariegeois),11,13,"Sabueso francés, cuerpo elegante y delgado, pelaje corto blanco con manchas negras y fuego, orejas largas finas y caídas. Muy resistente en caza."
1,Sabueso Bavarés de Montaña (Bavarian Mountain Hound),10,13,"Perro de rastreo alemán, cuerpo musculoso, pelaje corto rojizo, orejas largas caídas. Excelente olfato para rastrear piezas heridas."
1,Sabueso de Artois (Chien d’Artois),12,14,"Sabueso francés, cuerpo robusto y compacto, pelaje corto tricolor (blanco, negro y fuego), orejas largas caídas. Muy apreciado en la caza de liebres."
1,Sabueso Francés Blanco y Negro (Grand Anglo-Français Blanc et Noir),10,12,"Sabueso francés de jauría, cuerpo robusto, pelaje corto blanco y negro con marcas fuego, orejas largas caídas. Muy resistente en la caza mayor."
1,Sabueso Francés Tricolor (Grand Anglo-Français Tricolore),10,12,"Similar al anterior, pero tricolor (blanco, negro y fuego). De cuerpo atlético, orejas largas y finas, criado para la caza en jauría."
1,Sabueso Polaco (Polski Ogar),11,13,"Sabueso de origen polaco, cuerpo fuerte, pelaje corto de color negro y fuego, orejas largas caídas. Muy apreciado como perro de rastreo."
1,Foxhound Inglés (English Foxhound),10,13,"Perro de caza inglés, cuerpo musculoso y resistente, pelaje corto tricolor (blanco, negro y fuego), orejas medianas caídas. Usado en caza de zorros en jauría."
1,Schnauzer Gigante (Riesenschnauzer),10,12,"Schnauzer alemán de mayor tamaño, cuerpo fuerte y compacto, pelaje duro y áspero, barba y cejas características, colores negro o sal y pimienta. Muy protector."
1,Setter Gordon,12,13,"Perro elegante de caza de origen escocés, pelaje largo y sedoso de color negro con marcas fuego. Cuerpo atlético, orejas caídas, expresión noble."
1,Spaniel Picardo (Épagneul Picard),12,14,"Spaniel francés de caza, cuerpo fuerte, pelaje ondulado gris moteado con marcas marrones. Orejas largas y peludas, mirada suave."
1,Terrier Negro de Rusia (Black Russian Terrier),10,12,"Perro imponente de origen ruso, criado para trabajo militar. Pelaje negro, denso y áspero, barba y bigote prominentes. Fuerte, protector y leal."
1,Vizsla de Pelo Duro (Wirehaired Vizsla),12,14,"Variante del vizsla húngaro con pelaje áspero y duro de color dorado. Cuerpo atlético, orejas caídas, mirada expresiva. Muy activo."
1,Bernese Mountain Dog (Boyero de Berna),7,10,"Perro suizo de montaña, cuerpo robusto, pelaje largo y tricolor (negro, blanco y fuego). Cabeza grande, orejas medianas, muy noble y familiar."
1,Broholmer,8,10,"Perro guardián danés, de constitución fuerte y cuerpo macizo. Pelaje corto, colores amarillos, leonados o rojizos con máscara negra. Aspecto imponente pero tranquilo."
1,Bullmastiff,8,10,"Perro inglés de guardia, musculoso y robusto. Cabeza grande y cuadrada, hocico corto. Pelaje corto en tonos leonado, rojo o atigrado. Protector y valiente."
1,Dogo de Burdeos,8,10,"Perro francés muy robusto y musculoso. Cabeza enorme con arrugas, hocico corto. Pelaje corto de color rojo fuego. Aspecto poderoso y valiente."
1,Dogo del Tíbet (Mastín Tibetano),10,12,"Perro guardián de origen tibetano, de gran tamaño y melena abundante que recuerda a un león. Pelaje denso, colores negro, dorado o marrón. Imponente y protector."
1,Gran Danés (Dogo Alemán),7,10,"Una de las razas más grandes del mundo. Altura impresionante, cuerpo musculoso y elegante. Pelaje corto, variedad de colores (arlequín, negro, azul, atigrado, leonado). Cariñoso y leal."
1,Irish Wolfhound,6,10,"Perro irlandés de los más altos del mundo, cuerpo largo y musculoso. Pelaje áspero y duro, en colores gris, negro, atigrado o blanco. Aspecto noble y majestuoso."
1,Kangal Shepherd Dog,10,13,"Perro guardián turco, de gran tamaño y fuerte musculatura. Pelaje corto y denso, generalmente beige con máscara negra. Conocido por su fuerza y valentía."
1,Landseer,9,11,"Similar al Terranova, pero con pelaje blanco con manchas negras. Cuerpo robusto, patas largas y aspecto elegante. Amigable y excelente nadador."
1,Leonberger,8,10,"Perro alemán de aspecto leonino, con melena abundante alrededor del cuello. Pelaje largo en tonos dorados o leonados. Majestuoso, equilibrado y familiar."
1,Mastiff (Mastín Inglés),6,10,"Una de las razas más pesadas del mundo. Cuerpo masivo, pecho ancho y cabeza grande. Pelaje corto en tonos leonado, atigrado o albaricoque. Protector y tranquilo."
1,Mastín del Pirineo,8,12,"Perro español de montaña, criado para proteger rebaños. De gran tamaño y fuerte constitución, pelaje espeso y blanco con manchas grises, negras o leonadas. Carácter noble y protector."
1,Mastín Español,8,12,"Una de las razas más grandes de España. Cuerpo robusto, pecho ancho y patas fuertes. Pelaje denso, normalmente leonado, atigrado o negro. Conocido por su labor como guardián de ganado."
1,Neapolitan Mastiff (Mastín Napolitano),8,10,"Perro italiano de aspecto impresionante, piel suelta con arrugas abundantes. Cuerpo musculoso y macizo. Pelaje corto en gris, negro, marrón o leonado. Protector y leal."
1,Newfoundland (Terranova),8,10,"Perro canadiense de trabajo, excelente nadador y rescatista acuático. Cuerpo grande y fuerte, pelaje largo, denso y resistente al agua. Colores negro, marrón o blanco y negro."
1,Perro de la Sierra de la Estrela,10,12,"Raza portuguesa, perro pastor de montaña. Cuerpo fuerte, musculoso y bien proporcionado. Pelaje largo o corto, espeso, en colores amarillos, grises o atigrados. Protector y leal."
1,Perro de Montaña de los Pirineos,10,12,"Majestuoso perro guardián francés, de gran tamaño y porte elegante. Pelaje largo, denso y blanco, a veces con manchas grises o amarillas. Protector, noble y sereno."
1,Rottweiler,8,10,"Perro alemán robusto y musculoso, de cuerpo compacto y fuerte. Pelaje corto, negro con marcas fuego en cara, pecho y patas. Inteligente, seguro y protector."
1,San Bernardo,8,10,"Conocido perro de rescate alpino, imponente y fuerte. Pelaje denso, largo o corto, blanco con manchas marrones o leonadas. Amigable, noble y bondadoso."
1,Afgano (Lebrel Afgano),12,14,"Elegante lebrel oriental, de cuerpo alto y estilizado. Pelaje largo, fino y sedoso en gran variedad de colores. Distinguido y veloz."
1,Akita Japonés,10,12,"Perro japonés de constitución robusta y porte digno. Pelaje doble, denso y corto, en colores rojo, blanco o atigrado. Valiente, leal y reservado."
1,Basset Azul de Gascuña,11,13,"Perro francés de orejas largas y cuerpo alargado. Pelaje corto, moteado azul con manchas negras y marcas fuego. Buen cazador y de carácter amigable."
1,Basset Grifón Vandeano (Pequeño),12,14,"De cuerpo alargado, patas cortas y pelaje duro y áspero. Colores variados (blanco, negro, naranja, limón, leonado). Alegre, resistente y valiente."
1,Beauceron,10,12,"Perro pastor francés, musculoso y bien proporcionado. Pelaje corto, negro y fuego o arlequín. Inteligente, valiente y excelente guardián."
1,Bedlington Terrier,12,14,"Terrier inglés con apariencia similar a un cordero. Pelaje rizado, suave y lanoso en colores azul, hígado o arena. Ágil, cariñoso y enérgico."
1,Bergamasco,12,156,"Perro pastor italiano, conocido por su pelaje largo en mechones similares a rastas. Colores gris y negro. De aspecto rústico, equilibrado y protector."
1,Bichón Frisé,14,15,"Perro pequeño, alegre y vivaz. Pelaje blanco, esponjoso y rizado, con aspecto de algodón. Ojos oscuros y expresivos, aspecto simpático. Muy sociable y juguetón."
1,Bloodhound (Sabueso de San Huberto),10,12,"Famoso sabueso de rastreo, de orejas largas y piel suelta con pliegues. Pelaje corto en negro y fuego, hígado y fuego o rojo. Olfato excepcional."
1,Bobtail (Antiguo Perro Pastor Inglés),10,12,"Pastor inglés con pelaje largo, abundante y lanoso, generalmente gris y blanco. De cuerpo fuerte y aspecto entrañable. Protector y amigable."
1,Bodeguero Andaluz,12,14,"Terrier español, ágil y enérgico. Pelaje corto, blanco con manchas negras y/o marrones en la cabeza. Usado tradicionalmente para cazar roedores en bodegas."
1,Border Collie,12,15,"Pastor escocés, considerado uno de los perros más inteligentes. Cuerpo ágil y atlético, pelaje medio o largo en varios colores, siendo común el blanco y negro. Incansable y trabajador."
1,Bracco Italiano (Braco Italiano),10,12,"Perro de caza italiano, de cuerpo atlético y elegante. Cabeza alargada, orejas largas y pelaje corto moteado o bicolor (blanco-naranja o blanco-marrón). Fino rastreador."
1,Braco Alemán de Pelo Corto,12,14,"Perro de caza versátil, de constitución atlética. Pelaje corto, denso y moteado (hígado y blanco). Muy enérgico y obediente."
1,Braco Alemán de Pelo Duro,12,14,"Variante robusta del braco alemán, con pelaje duro y áspero, barba y cejas pobladas. Colores hígado, blanco o moteado. Resistente y excelente cazador."
1,Braco de Weimar (Weimaraner),10,13,"Perro de caza alemán, elegante y atlético. Pelaje corto, plateado o grisáceo, ojos claros distintivos. Conocido como el ""fantasma gris"". Leal y enérgico."
1,Braco Húngaro (Vizsla),12,14,"Perro de caza húngaro, elegante y atlético. Pelaje corto y dorado-rojizo, ojos y nariz en tonos avellana. Muy enérgico, leal y afectuoso."
1,Braco Húngaro de Pelo Duro (Vizsla de Pelo Duro),12,14,"Variante del Vizsla con pelaje áspero, denso y con barba característica. Color dorado-rojizo. Resistente, activo y trabajador."
